order_id,customer_id,order_date,category,payment_method,delivery_method,order_value,discount_pct,size_mismatch_risk,signup_date,returned
32902,4995,2024-08-13,accessories,cod,standard,786.94,0.139,0,2023-12-19,0
48049,1969,2024-08-13,apparel,card,express,1454.2,0.249,1,2023-05-02,0
9574,4705,2024-08-13,apparel,cod,express,709.3,0.264,0,2023-08-30,0
6822,1775,2024-08-13,electronics,netbanking,standard,8727.98,0.327,0,2023-12-24,0
35003,1897,2024-08-13,apparel,card,express,1434.68,0.165,0,2023-05-29,0
9797,2783,2024-08-13,electronics,upi,standard,12669.09,0.287,0,2023-07-13,0
30877,5065,2024-08-13,footwear,upi,express,587.11,0.307,0,2023-03-23,1
30446,4908,2024-08-13,electronics,upi,standard,3409.64,0.507,0,2023-09-13,0
10745,7695,2024-08-13,electronics,cod,standard,8362.79,0.091,0,2023-08-26,0
14975,5550,2024-08-13,apparel,cod,standard,1116.41,0.072,0,2023-12-22,0
8209,4416,2024-08-13,electronics,card,express,7718.27,0.362,1,2023-10-28,0
26179,6616,2024-08-13,beauty,upi,standard,560.37,0.314,0,2023-04-21,0
10798,160,2024-08-13,accessories,cod,express,1081.87,0.205,0,2023-06-03,1
48148,4876,2024-08-13,beauty,cod,standard,424.83,0.332,0,2023-12-01,0
49716,2517,2024-08-13,beauty,upi,express,693.37,0.173,0,2023-12-26,0
9757,5389,2024-08-13,electronics,card,standard,8501.71,0.421,0,2023-04-08,0
7179,7738,2024-08-13,electronics,cod,standard,2154.37,0.419,0,2023-02-19,0
4583,239,2024-08-13,beauty,cod,standard,1990.72,0.056,0,2023-03-23,0
38719,2390,2024-08-13,apparel,upi,standard,2033.45,0.353,0,2023-05-26,0
39095,1400,2024-08-13,electronics,cod,standard,2816.86,0.105,0,2023-08-23,0
28227,6594,2024-08-13,footwear,card,standard,923.63,0.399,0,2023-09-08,1
11491,4757,2024-08-13,accessories,upi,express,2353.11,0.203,0,2023-04-09,0
21857,2786,2024-08-13,apparel,cod,standard,930.58,0.421,0,2023-09-03,0
387,2584,2024-08-13,apparel,cod,standard,3311.43,0.131,0,2023-12-19,0
39723,851,2024-08-13,apparel,card,standard,1005.4,0.361,0,2023-10-18,0
17061,1695,2024-08-13,electronics,upi,standard,8689.25,0.322,0,2023-07-05,1
6893,7927,2024-08-13,apparel,cod,standard,1322.88,0.445,1,2023-06-10,0
26893,965,2024-08-13,apparel,netbanking,standard,1130.04,0.176,1,2023-04-17,0
43091,1524,2024-08-13,accessories,wallet,standard,1430.37,0.244,0,2023-04-12,0
3760,4764,2024-08-13,electronics,cod,standard,2074.24,0.278,0,2023-07-21,0
23151,7282,2024-08-13,beauty,upi,express,488.64,0.201,0,2023-10-26,0
35355,1445,2024-08-13,accessories,upi,standard,318.9,0.121,0,2023-08-22,0
16408,4086,2024-08-13,apparel,upi,express,3425.5,0.294,0,2023-08-09,1
54464,2284,2024-08-13,electronics,card,standard,6230.67,0.171,0,2023-12-16,1
35922,7663,2024-08-13,electronics,upi,express,10028.29,0.114,0,2023-02-03,0
58194,7385,2024-08-13,footwear,card,standard,976.32,0.131,0,2023-12-29,0
55686,7203,2024-08-13,footwear,card,express,3791.67,0.129,0,2023-07-30,0
22796,1622,2024-08-13,beauty,upi,standard,248.76,0.105,0,2023-11-08,0
15245,6526,2024-08-13,apparel,card,express,756.17,0.218,0,2023-11-19,1
13958,6136,2024-08-13,home,card,standard,2892.74,0.291,0,2023-10-24,0
39637,2755,2024-08-13,electronics,card,standard,6866.49,0.345,1,2023-05-05,0
15232,4512,2024-08-13,electronics,card,express,9064.25,0.338,0,2023-03-19,1
13893,5661,2024-08-13,home,card,standard,3836.99,0.543,0,2023-09-11,1
36021,2799,2024-08-13,footwear,cod,express,1695.13,0.449,1,2023-05-30,0
16295,655,2024-08-13,home,cod,standard,4507.91,0.04,0,2023-02-24,0
4730,4983,2024-08-13,apparel,card,standard,749.97,0.322,0,2023-09-19,0
34808,6230,2024-08-13,accessories,cod,standard,1282.5,0.131,0,2022-12-15,0
19708,3177,2024-08-13,apparel,card,standard,572.98,0.195,1,2023-02-23,1
1308,4907,2024-08-13,electronics,netbanking,standard,15812.11,0.407,0,2023-10-19,0
35409,2696,2024-08-13,footwear,cod,express,2734.1,0.176,1,2023-08-29,0
42701,2893,2024-08-13,electronics,cod,standard,7806.44,0.389,0,2023-04-03,0
51578,4820,2024-08-13,electronics,upi,express,2655.9,0.337,0,2023-07-03,0
12167,5814,2024-08-13,accessories,upi,express,1979.82,0.068,0,2023-10-31,1
50736,6919,2024-08-13,books,cod,standard,391.12,0.384,0,2023-06-20,0
13824,4639,2024-08-13,electronics,netbanking,standard,7418.03,0.214,0,2023-01-13,0
44725,5619,2024-08-13,toys,netbanking,standard,1275.78,0.285,0,2023-09-27,0
6612,4947,2024-08-13,toys,cod,standard,784.16,0.205,0,2023-11-13,0
46863,3937,2024-08-13,apparel,card,standard,704.67,0.087,0,2023-07-11,0
25328,5183,2024-08-13,apparel,upi,standard,1069.64,0.11,0,2023-03-22,0
34887,2110,2024-08-13,home,upi,standard,2998.8,0.255,0,2022-12-10,0
44758,2313,2024-08-13,home,upi,standard,2426.02,0.1,0,2023-05-24,0
25197,6827,2024-08-13,beauty,cod,standard,2849.78,0.111,0,2023-10-28,0
53544,2391,2024-08-13,accessories,cod,standard,1510.22,0.222,0,2023-03-13,0
10046,5069,2024-08-13,apparel,card,standard,652.71,0.078,0,2023-12-01,0
16247,1174,2024-08-13,footwear,netbanking,express,944.62,0.265,1,2023-06-18,1
39961,194,2024-08-13,apparel,wallet,standard,1185.6,0.209,1,2023-09-11,0
31288,6188,2024-08-13,home,card,standard,2786.7,0.146,0,2023-04-06,0
11776,1726,2024-08-13,electronics,netbanking,standard,4211.2,0.028,0,2023-11-14,0
40589,4977,2024-08-13,electronics,card,standard,8539.46,0.335,0,2023-04-30,0
9071,6749,2024-08-13,beauty,upi,standard,773.62,0.126,0,2023-09-09,0
18627,6019,2024-08-14,beauty,upi,standard,1824.9,0.42,1,2023-11-11,0
24868,2810,2024-08-14,apparel,upi,standard,633.28,0.324,0,2023-01-19,0
30209,1425,2024-08-14,beauty,wallet,standard,760.98,0.39,0,2023-09-29,0
853,485,2024-08-14,books,card,standard,506.27,0.613,0,2023-06-30,0
50910,570,2024-08-14,accessories,upi,standard,1363.01,0.129,0,2023-12-03,0
53465,7699,2024-08-14,footwear,card,standard,4994.56,0.772,0,2023-06-12,1
5279,4360,2024-08-14,electronics,upi,standard,8955.19,0.151,0,2023-04-16,0
17475,3354,2024-08-14,electronics,upi,standard,7385.9,0.126,0,2023-06-20,0
5533,3363,2024-08-14,apparel,upi,standard,1031.21,0.185,0,2023-09-24,0
4507,5565,2024-08-14,apparel,cod,standard,1394.32,0.078,0,2023-02-22,0
10475,5287,2024-08-14,apparel,cod,standard,2945.56,0.231,0,2023-07-25,0
39015,5965,2024-08-14,home,card,standard,1980.66,0.185,0,2023-03-31,1
4422,3878,2024-08-14,apparel,upi,standard,890.05,0.14,0,2022-12-09,0
36430,7439,2024-08-14,accessories,card,standard,917.11,0.099,0,2022-12-22,0
59056,3195,2024-08-14,apparel,upi,standard,854.97,0.398,1,2023-01-10,0
17703,2919,2024-08-14,accessories,netbanking,standard,640.64,0.147,0,2023-11-20,0
41996,7769,2024-08-14,electronics,card,standard,3784.91,0.42,0,2023-12-16,0
42035,4665,2024-08-14,beauty,card,standard,348.92,0.461,0,2023-08-05,0
26336,7907,2024-08-14,electronics,cod,standard,6881.46,0.272,0,2022-12-05,0
59076,5352,2024-08-14,electronics,upi,standard,5778.98,0.096,0,2023-12-08,0
37485,688,2024-08-14,footwear,wallet,express,1223.97,0.296,0,2023-12-21,1
35381,3933,2024-08-14,beauty,cod,express,1336.3,0.246,0,2022-12-19,0
40842,2488,2024-08-14,home,card,standard,3831.33,0.134,0,2023-02-27,0
44013,7553,2024-08-14,accessories,cod,standard,1029.26,0.606,0,2023-11-21,0
50279,3839,2024-08-14,footwear,netbanking,standard,2771.6,0.193,0,2023-08-30,0
57904,4182,2024-08-14,footwear,upi,express,1402.16,0.054,0,2023-11-13,0
29071,2302,2024-08-14,home,upi,standard,1767.2,0.499,0,2023-08-27,1
49733,764,2024-08-14,books,cod,standard,107.17,0.558,0,2023-05-29,0
55012,5094,2024-08-14,home,cod,standard,1491.89,0.202,0,2023-08-29,0
46121,5919,2024-08-14,accessories,upi,standard,640.25,0.243,0,2023-06-12,0
3008,6797,2024-08-14,electronics,upi,standard,22627.15,0.346,0,2023-02-03,0
23126,6443,2024-08-14,electronics,cod,standard,11889.8,0.248,0,2023-03-16,1
48660,2586,2024-08-14,electronics,card,standard,1574.41,0.401,0,2023-07-07,0
8723,2649,2024-08-14,apparel,upi,express,6848.39,0.084,0,2023-10-17,0
40346,5022,2024-08-14,accessories,upi,express,1041.05,0.191,0,2022-12-27,0
36244,1108,2024-08-14,accessories,netbanking,standard,2525.33,0.289,0,2023-02-28,0
4944,3953,2024-08-14,apparel,cod,standard,578.69,0.118,1,2023-04-06,0
30992,7840,2024-08-14,footwear,cod,standard,1122.2,0.325,0,2023-11-02,0
23150,4614,2024-08-14,apparel,card,standard,973.4,0.215,0,2022-12-29,0
46174,2786,2024-08-14,accessories,card,standard,1791.46,0.169,0,2023-09-03,0
43123,1777,2024-08-14,electronics,cod,standard,22361.32,0.182,0,2023-05-14,0
6255,7986,2024-08-14,beauty,cod,standard,704.83,0.375,0,2023-01-13,0
16705,7060,2024-08-14,home,card,express,834.3,0.193,0,2023-02-19,0
34536,5731,2024-08-14,apparel,card,express,1040.68,0.455,0,2023-10-30,0
52412,2574,2024-08-14,beauty,netbanking,standard,1905.14,0.021,0,2023-04-07,0
11266,4949,2024-08-14,beauty,cod,standard,2320.6,0.073,0,2023-01-01,0
21149,1633,2024-08-14,apparel,cod,standard,2347.19,0.104,1,2023-08-13,0
27471,7268,2024-08-14,apparel,card,express,593.95,0.089,0,2023-12-08,0
6207,2050,2024-08-14,footwear,wallet,standard,3665.03,0.225,1,2023-02-20,0
48916,6515,2024-08-14,apparel,upi,standard,683.96,0.242,0,2023-02-22,0
23371,4686,2024-08-14,footwear,upi,standard,1306.23,0.396,0,2023-07-20,0
48910,4105,2024-08-14,electronics,cod,standard,2657.24,0.045,0,2022-12-17,0
29030,7309,2024-08-14,home,upi,standard,2449.1,0.307,0,2023-12-15,0
7282,1275,2024-08-14,electronics,wallet,standard,12853.64,0.115,0,2023-08-01,0
13603,6998,2024-08-14,accessories,card,standard,4277.42,0.386,0,2023-01-02,0
36184,2545,2024-08-14,electronics,card,standard,3963.65,0.31,0,2023-03-21,0
57871,7606,2024-08-14,apparel,cod,standard,647.21,0.42,0,2023-08-03,1
25028,6704,2024-08-14,electronics,cod,standard,6596.1,0.307,0,2023-03-16,0
3538,3092,2024-08-14,accessories,upi,standard,712.73,0.004,0,2023-11-06,0
6751,2537,2024-08-14,footwear,card,standard,604.61,0.347,0,2023-03-26,0
1035,6636,2024-08-14,home,wallet,standard,2068.88,0.11,0,2023-12-23,1
2856,1780,2024-08-14,accessories,upi,standard,1070.26,0.198,0,2023-05-11,0
42393,2377,2024-08-14,footwear,card,standard,1127.04,0.259,0,2023-09-24,1
2048,5925,2024-08-14,footwear,card,standard,3200.9,0.058,0,2023-11-12,0
10613,6484,2024-08-14,home,cod,standard,6756.77,0.146,0,2023-04-23,0
25480,4726,2024-08-14,home,upi,standard,3103.85,0.173,0,2023-08-04,0
7205,517,2024-08-14,electronics,card,standard,4224.77,0.106,0,2023-08-02,0
51799,92,2024-08-14,footwear,card,standard,11492.11,0.121,0,2023-11-12,0
50779,2373,2024-08-14,home,card,standard,5422.22,0.149,0,2023-09-07,0
26966,2102,2024-08-14,home,cod,standard,2722.75,0.582,0,2023-03-14,0
1984,6693,2024-08-14,electronics,netbanking,express,3038.68,0.252,0,2023-08-31,0
26986,6825,2024-08-14,electronics,upi,standard,10643.55,0.514,0,2023-09-06,0
5780,3801,2024-08-14,home,upi,standard,1409.57,0.184,0,2023-05-26,0
23439,6255,2024-08-14,home,cod,standard,4474.83,0.309,0,2023-09-13,0
17281,1469,2024-08-14,home,netbanking,standard,2119.77,0.241,1,2023-09-01,0
39609,6347,2024-08-15,home,netbanking,standard,1718.45,0.245,0,2023-06-23,0
9515,7889,2024-08-15,apparel,card,standard,839.0,0.02,0,2023-07-10,0
15663,5478,2024-08-15,electronics,card,standard,5475.56,0.285,0,2023-04-20,0
7143,2828,2024-08-15,footwear,card,standard,931.9,0.116,0,2023-07-19,0
17382,2832,2024-08-15,home,wallet,standard,1117.12,0.332,0,2023-05-07,0
37228,2797,2024-08-15,apparel,card,standard,2160.13,0.345,0,2023-06-25,1
50919,2410,2024-08-15,books,cod,standard,1856.79,0.582,0,2023-02-18,0
49766,6479,2024-08-15,electronics,card,standard,5765.02,0.409,0,2023-06-08,0
16896,1378,2024-08-15,accessories,netbanking,standard,410.94,0.177,0,2023-08-16,0
48045,4497,2024-08-15,home,cod,standard,1904.13,0.195,0,2023-08-24,0
59973,6666,2024-08-15,footwear,cod,express,2285.51,0.278,0,2023-11-11,0
15547,7968,2024-08-15,footwear,upi,standard,874.24,0.476,0,2023-11-06,1
18721,6629,2024-08-15,electronics,upi,standard,2494.66,0.253,0,2023-05-31,0
15545,5894,2024-08-15,beauty,cod,standard,479.41,0.252,0,2023-07-11,0
35695,2397,2024-08-15,beauty,card,standard,1267.48,0.036,0,2023-09-22,0
20202,3739,2024-08-15,footwear,netbanking,standard,1966.25,0.372,1,2023-07-18,0
57796,1675,2024-08-15,accessories,card,standard,316.46,0.06,0,2023-12-22,0
32405,4460,2024-08-15,electronics,upi,standard,4533.07,0.15,0,2023-07-10,0
11945,3769,2024-08-15,apparel,upi,express,600.44,0.345,0,2023-04-15,0
6442,1962,2024-08-15,apparel,netbanking,standard,1518.65,0.139,0,2023-07-06,0
20236,6723,2024-08-15,footwear,cod,express,2494.34,0.364,0,2023-01-30,0
33660,1634,2024-08-15,apparel,card,express,2554.01,0.154,1,2023-09-11,0
24015,226,2024-08-15,electronics,card,standard,7760.09,0.159,0,2023-09-29,0
3818,1425,2024-08-15,electronics,card,standard,3323.09,0.603,0,2023-09-29,0
20253,2125,2024-08-15,home,cod,standard,9426.76,0.271,0,2023-06-10,0
53094,847,2024-08-15,apparel,wallet,standard,5236.06,0.417,0,2023-11-09,0
58101,7382,2024-08-15,apparel,card,standard,724.06,0.38,0,2023-12-29,0
22033,6540,2024-08-15,beauty,cod,standard,631.45,0.048,0,2023-06-12,0
78,1516,2024-08-15,footwear,card,standard,3155.5,0.575,1,2023-03-03,0
38967,6310,2024-08-15,footwear,cod,standard,2005.42,0.231,1,2023-11-04,0
1938,401,2024-08-15,apparel,card,standard,583.66,0.118,0,2022-12-16,0
27338,3404,2024-08-15,apparel,card,standard,1041.03,0.132,0,2023-08-20,0
12775,513,2024-08-15,apparel,card,standard,823.55,0.198,0,2023-12-11,0
8328,3201,2024-08-15,books,cod,standard,635.67,0.172,0,2023-05-05,0
53952,799,2024-08-15,electronics,cod,standard,7908.66,0.434,0,2023-01-22,0
56637,5193,2024-08-15,footwear,card,standard,4244.94,0.26,0,2022-12-05,1
24887,4676,2024-08-15,apparel,netbanking,standard,1028.43,0.316,1,2023-04-01,1
19464,3550,2024-08-15,footwear,wallet,standard,1537.42,0.477,0,2023-09-24,0
10335,1488,2024-08-15,accessories,cod,standard,696.56,0.218,0,2023-03-02,0
43308,6454,2024-08-15,electronics,cod,standard,7406.71,0.217,0,2023-11-22,0
13995,5664,2024-08-15,accessories,upi,standard,1510.29,0.094,0,2022-12-27,0
29029,3894,2024-08-15,apparel,upi,standard,3166.46,0.434,0,2023-09-22,0
57073,5244,2024-08-15,apparel,cod,standard,816.67,0.359,0,2022-12-24,0
10453,48,2024-08-15,accessories,cod,standard,495.85,0.156,0,2023-10-17,0
51654,7771,2024-08-15,footwear,upi,standard,2995.87,0.181,1,2023-06-01,0
43620,5293,2024-08-15,apparel,card,standard,1066.03,0.16,0,2023-12-09,0
53722,4510,2024-08-15,apparel,card,standard,4225.36,0.319,0,2023-03-16,1
4696,5299,2024-08-15,home,upi,express,1901.15,0.165,0,2023-04-11,0
32881,3885,2024-08-15,apparel,card,standard,1765.18,0.273,1,2023-01-19,0
20622,1834,2024-08-15,home,card,standard,1374.23,0.017,0,2023-10-26,0
3417,2184,2024-08-15,electronics,card,standard,6267.91,0.274,0,2023-05-28,0
26131,4244,2024-08-15,books,netbanking,standard,571.95,0.277,0,2022-12-05,0
6745,120,2024-08-15,footwear,cod,standard,1124.45,0.548,0,2023-08-08,0
31692,5852,2024-08-15,apparel,upi,standard,998.35,0.076,0,2022-12-07,0
43001,7940,2024-08-15,electronics,cod,standard,5924.4,0.027,0,2023-11-01,0
10999,1022,2024-08-15,apparel,wallet,standard,1876.49,0.202,1,2023-05-21,0
19302,5836,2024-08-15,electronics,card,express,22600.89,0.415,0,2023-11-18,0
8101,1079,2024-08-15,apparel,card,standard,2603.01,0.619,0,2023-09-03,0
29961,4630,2024-08-15,apparel,card,standard,759.42,0.195,0,2023-06-06,0
50718,7348,2024-08-15,home,cod,standard,1584.52,0.194,0,2023-08-18,0
25039,5807,2024-08-15,toys,upi,standard,1000.36,0.392,0,2023-12-17,0
43814,2403,2024-08-15,beauty,card,standard,1084.4,0.069,0,2023-09-11,0
33037,4506,2024-08-15,beauty,cod,express,267.62,0.28,0,2023-11-04,0
19342,5615,2024-08-15,beauty,cod,standard,445.78,0.112,0,2023-10-06,0
17791,555,2024-08-15,home,cod,standard,3986.39,0.068,0,2023-11-03,0
13700,4516,2024-08-15,home,wallet,standard,873.07,0.111,0,2023-01-24,0
42267,1744,2024-08-15,apparel,upi,standard,1310.72,0.104,0,2023-09-20,0
57191,996,2024-08-15,apparel,cod,standard,532.26,0.201,0,2023-06-24,0
29222,5782,2024-08-15,apparel,wallet,standard,553.76,0.214,0,2023-12-10,0
34262,1438,2024-08-15,electronics,wallet,standard,3898.04,0.203,0,2022-12-23,0
59470,4936,2024-08-15,electronics,upi,express,2518.88,0.188,0,2023-08-20,0
2435,550,2024-08-15,accessories,upi,standard,581.89,0.241,0,2023-05-23,0
4744,6817,2024-08-15,footwear,cod,express,3138.35,0.089,0,2023-05-28,0
26253,7612,2024-08-15,footwear,netbanking,standard,1158.99,0.105,0,2023-07-27,0
8307,6182,2024-08-15,beauty,cod,express,1047.19,0.427,0,2023-11-25,0
41085,2057,2024-08-16,footwear,netbanking,standard,3202.81,0.434,0,2023-09-19,0
33415,2415,2024-08-16,beauty,netbanking,standard,769.31,0.074,0,2023-04-06,0
47127,7033,2024-08-16,books,cod,standard,502.75,0.157,0,2023-07-20,0
47131,2999,2024-08-16,beauty,card,standard,1438.87,0.145,0,2023-02-10,0
19707,582,2024-08-16,apparel,card,standard,1240.28,0.089,0,2022-12-30,0
4765,3095,2024-08-16,electronics,card,standard,5517.27,0.058,0,2023-11-24,0
29543,283,2024-08-16,apparel,card,standard,785.74,0.305,0,2022-12-04,0
4015,2471,2024-08-16,books,card,standard,531.41,0.34,0,2023-04-22,0
34825,3889,2024-08-16,electronics,card,express,2188.06,0.169,0,2023-09-29,0
46144,2946,2024-08-16,electronics,netbanking,standard,16316.29,0.178,0,2023-11-18,0
21628,512,2024-08-16,apparel,wallet,standard,946.64,0.46,0,2023-12-28,0
55049,2458,2024-08-16,electronics,cod,standard,7406.95,0.082,0,2022-12-25,1
38567,2271,2024-08-16,apparel,upi,standard,390.95,0.382,0,2023-03-20,0
17367,6615,2024-08-16,accessories,cod,standard,314.48,0.028,0,2023-04-08,0
42389,6619,2024-08-16,apparel,cod,standard,1619.56,0.156,0,2022-12-21,0
47167,1524,2024-08-16,apparel,upi,standard,2312.98,0.392,0,2023-04-12,0
44163,2628,2024-08-16,apparel,cod,standard,374.45,0.111,0,2023-06-22,0
16,4202,2024-08-16,electronics,upi,standard,5706.12,0.026,0,2023-09-21,0
43489,7454,2024-08-16,footwear,upi,express,802.99,0.269,0,2023-02-07,1
8170,4340,2024-08-16,electronics,upi,standard,8503.4,0.444,0,2023-10-08,0
59807,3975,2024-08-16,electronics,upi,standard,4097.49,0.075,0,2023-09-08,0
14585,5566,2024-08-16,electronics,upi,standard,5501.37,0.213,0,2023-08-25,0
46291,6447,2024-08-16,electronics,cod,standard,3730.61,0.392,0,2023-05-13,0
51157,7344,2024-08-16,footwear,card,standard,1609.74,0.325,0,2023-07-29,0
4625,2851,2024-08-16,electronics,card,standard,4297.9,0.274,0,2023-11-14,0
1794,7081,2024-08-16,apparel,upi,express,1228.55,0.492,0,2023-06-08,0
3956,1358,2024-08-16,books,netbanking,standard,428.24,0.443,0,2023-04-12,0
26037,2916,2024-08-16,beauty,cod,standard,911.77,0.553,0,2023-09-14,0
38439,5726,2024-08-16,home,upi,express,2468.07,0.348,0,2023-04-25,0
31946,3750,2024-08-16,accessories,card,standard,657.33,0.343,0,2023-03-25,0
34965,3549,2024-08-16,apparel,card,standard,659.06,0.288,0,2023-11-11,0
48536,7303,2024-08-16,beauty,card,standard,1290.62,0.308,0,2023-06-15,0
49578,7457,2024-08-16,apparel,card,standard,1558.74,0.641,0,2022-12-07,0
48560,7312,2024-08-16,accessories,netbanking,standard,1154.03,0.107,0,2023-01-20,0
8317,5843,2024-08-16,apparel,cod,standard,2747.36,0.182,0,2022-12-02,0
32552,6603,2024-08-16,apparel,upi,express,2084.86,0.092,0,2023-08-29,0
17253,3588,2024-08-16,home,wallet,standard,3189.59,0.407,0,2023-12-11,0
53049,6717,2024-08-16,home,wallet,express,2092.94,0.196,0,2023-07-01,0
20921,3341,2024-08-16,beauty,upi,express,1055.51,0.345,0,2023-07-10,0
28979,4635,2024-08-16,apparel,card,express,553.89,0.074,0,2023-08-25,0
15875,2691,2024-08-16,footwear,upi,standard,1101.21,0.362,1,2023-04-30,0
8686,501,2024-08-16,beauty,cod,express,417.53,0.119,0,2022-12-09,0
22276,725,2024-08-16,electronics,cod,standard,13165.0,0.099,0,2023-11-21,0
50198,1346,2024-08-16,apparel,cod,standard,590.8,0.229,0,2023-10-12,1
23102,7818,2024-08-16,toys,card,express,743.59,0.137,0,2023-04-22,0
35842,1920,2024-08-16,footwear,upi,standard,1682.98,0.294,0,2023-11-10,0
34880,4097,2024-08-16,beauty,cod,standard,702.06,0.144,0,2023-08-29,0
24702,3800,2024-08-16,apparel,netbanking,standard,4935.12,0.211,0,2023-09-18,0
51029,2643,2024-08-16,beauty,cod,standard,445.1,0.228,0,2023-10-08,0
7083,2376,2024-08-16,home,upi,express,947.36,0.11,0,2023-05-28,0
8488,6242,2024-08-16,electronics,upi,standard,3170.96,0.261,0,2023-02-03,0
30819,3902,2024-08-16,footwear,card,express,2288.63,0.136,0,2023-05-22,1
51935,4402,2024-08-16,apparel,netbanking,standard,469.07,0.061,0,2023-12-09,0
11965,7563,2024-08-16,apparel,upi,standard,607.81,0.242,0,2023-06-20,1
57453,7060,2024-08-16,footwear,card,standard,1946.34,0.175,0,2023-02-19,0
49882,5444,2024-08-16,accessories,wallet,express,983.54,0.193,0,2023-02-18,0
24224,2017,2024-08-16,home,cod,standard,1426.65,0.166,0,2023-03-28,0
21192,1640,2024-08-16,beauty,upi,standard,1681.57,0.253,0,2023-06-18,0
22681,6800,2024-08-16,apparel,card,standard,1202.69,0.062,0,2023-09-27,0
5495,6361,2024-08-16,apparel,upi,standard,1226.02,0.399,0,2023-08-04,0
45664,5778,2024-08-16,apparel,card,express,1950.91,0.161,0,2023-01-09,0
2502,5000,2024-08-16,electronics,cod,standard,2836.13,0.233,0,2023-01-27,0
46254,7430,2024-08-16,books,cod,standard,542.77,0.144,0,2022-12-18,0
36005,3025,2024-08-16,electronics,cod,standard,4483.19,0.116,0,2023-12-26,0
19805,5898,2024-08-16,apparel,card,standard,473.98,0.257,0,2023-03-21,0
49850,2128,2024-08-16,beauty,netbanking,standard,1208.79,0.19,0,2023-07-05,0
37989,3732,2024-08-16,footwear,upi,standard,1048.99,0.052,1,2023-01-20,1
46419,6023,2024-08-16,electronics,card,standard,20907.65,0.294,0,2023-04-15,0
49294,3651,2024-08-16,footwear,cod,standard,1085.36,0.323,0,2023-08-11,0
1406,3907,2024-08-16,home,cod,standard,973.41,0.121,0,2023-07-27,0
59505,207,2024-08-16,electronics,card,standard,2439.67,0.425,0,2023-06-15,0
46418,4446,2024-08-16,home,cod,standard,2991.14,0.27,0,2023-12-02,0
56212,3517,2024-08-16,toys,cod,standard,970.04,0.329,0,2023-12-27,0
26749,4293,2024-08-16,electronics,upi,standard,8243.58,0.416,0,2023-03-13,0
21998,3902,2024-08-16,home,card,express,1747.96,0.185,0,2023-05-22,0
57399,2711,2024-08-16,electronics,netbanking,standard,12550.97,0.385,0,2023-11-23,0
23043,1158,2024-08-16,apparel,cod,standard,1599.51,0.183,0,2023-06-14,0
49772,5131,2024-08-16,apparel,card,standard,3674.99,0.336,1,2023-08-30,0
4241,817,2024-08-16,electronics,upi,standard,4310.06,0.11,0,2023-09-30,0
57509,5424,2024-08-16,apparel,cod,standard,1149.86,0.335,0,2023-10-27,0
56633,6530,2024-08-16,apparel,card,standard,2652.63,0.612,0,2023-03-21,0
43074,932,2024-08-16,apparel,upi,express,851.45,0.152,0,2023-06-13,1
37894,2621,2024-08-16,footwear,upi,standard,4763.86,0.161,0,2023-09-11,0
6721,3400,2024-08-16,accessories,card,standard,811.29,0.319,0,2023-09-19,0
12560,5775,2024-08-16,home,upi,standard,2268.7,0.019,0,2023-09-26,0
50423,5304,2024-08-16,apparel,cod,express,787.05,0.564,1,2023-04-06,1
10558,3532,2024-08-16,apparel,card,standard,1125.17,0.308,0,2023-02-22,1
39774,5195,2024-08-16,apparel,cod,standard,3271.89,0.223,0,2023-02-05,0
16670,7074,2024-08-17,accessories,netbanking,standard,1877.81,0.254,0,2023-01-26,0
9018,1001,2024-08-17,apparel,cod,standard,1732.97,0.212,0,2023-02-22,0
51172,620,2024-08-17,accessories,upi,standard,225.91,0.072,0,2022-11-28,0
7375,7796,2024-08-17,accessories,cod,standard,1546.77,0.37,0,2023-09-28,0
56039,2901,2024-08-17,apparel,card,standard,1424.3,0.387,1,2023-10-29,0
9274,7835,2024-08-17,home,upi,standard,3769.07,0.283,0,2023-10-10,0
18806,6565,2024-08-17,electronics,upi,standard,5695.15,0.8,0,2023-06-14,1
6091,1192,2024-08-17,accessories,upi,standard,465.05,0.145,0,2023-12-22,0
34520,302,2024-08-17,apparel,upi,express,496.1,0.377,0,2023-07-04,0
39805,5591,2024-08-17,apparel,upi,standard,2031.09,0.354,0,2023-03-09,0
51767,6388,2024-08-17,beauty,cod,standard,683.6,0.14,0,2023-08-09,1
46638,991,2024-08-17,electronics,upi,standard,7568.44,0.478,0,2023-09-12,1
33937,5003,2024-08-17,apparel,card,standard,1441.75,0.333,0,2023-12-12,1
11567,2375,2024-08-17,electronics,netbanking,standard,4630.99,0.148,0,2023-02-14,0
58500,82,2024-08-17,apparel,cod,standard,594.16,0.066,0,2023-07-07,0
42700,5685,2024-08-17,electronics,upi,standard,4442.46,0.132,0,2023-02-23,0
52925,1188,2024-08-17,accessories,cod,standard,1344.36,0.413,0,2023-11-27,0
39714,5373,2024-08-17,electronics,cod,standard,6484.57,0.524,0,2023-09-09,0
18997,1674,2024-08-17,books,cod,standard,179.2,0.244,0,2023-07-27,0
1194,4784,2024-08-17,electronics,upi,standard,7406.55,0.099,0,2023-04-06,1
25449,4619,2024-08-17,beauty,upi,standard,301.69,0.12,0,2023-02-27,0
9211,147,2024-08-17,footwear,upi,standard,3684.72,0.322,1,2023-12-07,1
14245,473,2024-08-17,footwear,netbanking,standard,1835.62,0.124,0,2023-08-17,0
